household_id,no_of_household_members,main_material_used_for_roof_of_the_house
ID3990,4,Unknown
ID3990,4,Unknown
ID3990,4,Unknown
ID3990,4,Unknown
ID3990,4,Unknown
ID3990,4,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3991,6,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3992,3,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3993,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3994,4,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3995,3,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3996,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3997,4,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3998,2,Unknown
ID3999,1,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4000,7,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4001,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4002,6,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4003,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4004,3,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4005,8,Unknown
ID4006,1,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4007,4,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4008,5,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4009,2,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4010,3,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4011,5,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4012,4,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4013,5,Unknown
ID4014,2,Unknown
ID4014,2,Unknown
ID4014,2,Unknown
ID4014,2,Unknown
ID4014,2,Unknown
ID4014,2,Unknown
ID4015,1,Unknown
ID4015,1,Unknown
ID4015,1,Unknown
ID4015,1,Unknown
ID4015,1,Unknown
ID4015,1,Unknown
ID4015,1,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4016,4,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4017,5,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4018,3,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4019,5,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4020,2,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4021,9,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4022,5,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
ID4023,4,Unknown
