household_id,no_of_household_members,any_constructions_or_renovations_in_the_household
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3179,3,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3180,5,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3181,3,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3182,5,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3183,3,No
ID3184,2,No
ID3184,2,No
ID3184,2,No
ID3184,2,No
ID3184,2,No
ID3184,2,No
ID3184,2,No
ID3184,2,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3185,4,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3186,5,No
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3187,3,Yes
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3188,6,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3189,3,No
ID3190,1,Yes
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3191,5,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3192,7,No
ID3193,1,No
ID3193,1,No
ID3193,1,No
ID3193,1,No
ID3193,1,No
ID3193,1,No
ID3193,1,No
ID3193,1,No
ID3193,1,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3194,2,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3195,4,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3196,3,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3197,2,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3198,5,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3199,4,No
ID3200,1,No
ID3200,1,No
ID3200,1,No
ID3200,1,No
ID3200,1,No
ID3200,1,No
ID3200,1,No
ID3200,1,No
ID3200,1,No
